qid,img,width,height,orientation,n_main,fb_external_1,fb_external_2,fb_external_3,fb_external_4,fb_external_5,fb_comment_1,fb_comment_2,fb_post,comment,edge,external,fb_home,comment_truth,external_truth,edge_truth,code_id
8,1645101678000-2022-02-17-20-41-18-484-Facebook.jpg,540,1005,0,1,0,0,0,0,0.9862971306,0,0,0,0,,0.9862971306,0,,,,
8,1645101679000-2022-02-17-20-41-19-484-Facebook.jpg,540,1005,0,1,0,0,0,0,0.9862971306,0,0,0,0,,0.9862971306,0,,,,
8,1645101680000-2022-02-17-20-41-20-484-Facebook.jpg,540,1005,0,1,0,0,0,0,0.9966342449,0,0,0,0,,0.9966342449,0,,,,
8,1645101681000-2022-02-17-20-41-21-484-Facebook.jpg,540,1005,0,1,0,0,0,0,0.9966342449,0,0,0,0,,0.9966342449,0,,,,
8,1645101682000-2022-02-17-20-41-22-484-Facebook.jpg,540,1005,0,1,0,0,0,0,0.9896678329,0,0,0,0,,0.9896678329,0,,,,
8,1645101683000-2022-02-17-20-41-23-484-Facebook.jpg,540,1005,0,1,0,0,0,0,0.9960817099,0,0,0,0,,0.9960817099,0,,,,
8,1645101684000-2022-02-17-20-41-24-484-Facebook.jpg,540,1005,0,1,0,0,0,0,0.9960817099,0,0,0,0,,0.9960817099,0,,,,
8,1645101685000-2022-02-17-20-41-25-484-Facebook.jpg,540,1005,0,1,0,0,0,0,0.9960817099,0,0,0,0,,0.9960817099,0,,,,
8,1645101686000-2022-02-17-20-41-26-484-Facebook.jpg,540,1005,0,1,0,0,0,0,0.9960817099,0,0,0,0,,0.9960817099,0,,,,
8,1645101687000-2022-02-17-20-41-27-484-Facebook.jpg,540,1005,0,1,0,0,0,0,0.9879665375,0,0,0,0,,0.9879665375,0,,,,
8,1645101688000-2022-02-17-20-41-28-484-Facebook.jpg,540,1005,0,1,0,0,0,0,0.9960817099,0,0,0,0,,0.9960817099,0,,,,
8,1645101689000-2022-02-17-20-41-29-484-Facebook.jpg,540,1005,0,1,0,0,0,0,0.9966342449,0,0,0,0,,0.9966342449,0,,,,
8,1645101690000-2022-02-17-20-41-30-484-Facebook.jpg,540,1005,0,1,0,0,0,0,0.9966342449,0,0,0,0,,0.9966342449,0,,,,
9,1624519182000-2021-06-24-15-19-42-1019-Facebook.jpg,540,1137,0,0,0,0,0,0,0,0,0,0.9728976488113403_0.8656543493270874,0,872_193,0,0.8731290102,,,,
9,1624519183000-2021-06-24-15-19-43-1019-Facebook.jpg,540,1137,0,0,0,0,0,0,0,0,0,0.993175149,0,542,0,0.9527510405,,,,
9,1624519184000-2021-06-24-15-19-44-1019-Facebook.jpg,540,1137,0,0,0,0,0,0,0,0,0,0.9986526966094971_0.7314738035202026,0,938_175,0,0.9361303449,,,,
9,1624519185000-2021-06-24-15-19-45-1019-Facebook.jpg,540,1137,0,0,0,0,0,0,0,0,0,0.9990010262,0,996,0,0.9457579255,,,,
9,1624519186000-2021-06-24-15-19-46-1019-Facebook.jpg,540,1137,0,0,0,0,0,0,0,0,0,0,0,,0,0.9979894161,,,,
9,1624519188000-2021-06-24-15-19-48-1019-Facebook.jpg,540,1137,0,0,0,0,0,0,0,0,0,0.9986688495,0,529,0,0.9515044689,,,,
9,1624519189000-2021-06-24-15-19-49-1019-Facebook.jpg,540,1137,0,0,0,0,0,0,0,0,0,0.9846224785,0,278,0,0.9756136537,,,,
9,1624519190000-2021-06-24-15-19-50-1019-Facebook.jpg,540,1137,0,0,0,0,0,0,0,0,0,0.9918904901,0,401,0,0.994768858,,,,
9,1624519191000-2021-06-24-15-19-51-1019-Facebook.jpg,540,1137,0,0,0,0,0,0,0,0,0,0.9610410929,0,492,0,0.9965122342,,,,
9,1624519192000-2021-06-24-15-19-52-1019-Facebook.jpg,540,1137,0,0,0,0,0,0,0,0,0,0.9610410929,0,492,0,0.9965122342,,,,
9,1624519193000-2021-06-24-15-19-53-1019-Facebook.jpg,540,1137,0,0,0,0,0,0,0,0,0,0.9624577165,0,175,0,0.9634495378,,,,
9,1624519194000-2021-06-24-15-19-54-1019-Facebook.jpg,540,1137,0,0,0,0,0,0,0,0,0,0.9847752452,0,265,0,0.99604702,,,,
9,1624519195000-2021-06-24-15-19-55-1019-Facebook.jpg,540,1137,0,0,0,0,0,0,0,0,0,0.95669204,0,254,0,0.9629224539,,,,
9,1624519196000-2021-06-24-15-19-56-1019-Facebook.jpg,540,1137,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,
9,1624519197000-2021-06-24-15-19-57-1019-Facebook.jpg,540,1137,0,0,0,0,0,0,0,0,0,0.9553215504,0,1003,0,0,,,,
9,1624519198000-2021-06-24-15-19-58-1019-Facebook.jpg,540,1137,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,
9,1624519199000-2021-06-24-15-19-59-1019-Facebook.jpg,540,1137,0,0,0,0,0,0,0,0,0,0.9829573035,0,171,0,0,,,,
9,1624519200000-2021-06-24-15-20-00-1019-Facebook.jpg,540,1137,0,0,0,0,0,0,0,0,0,0.9796313047,0,172,0,0,,,,
9,1624519201000-2021-06-24-15-20-01-1019-Facebook.jpg,540,1137,0,0,0,0,0,0,0,0,0,0.9588112235,0,254,0,0.9949504137,,,,
9,1624519202000-2021-06-24-15-20-02-1019-Facebook.jpg,540,1137,0,0,0,0,0,0,0,0,0,0.9945113659,0,744,0,0.9682806134,,,,
9,1624519203000-2021-06-24-15-20-03-1019-Facebook.jpg,540,1137,0,0,0,0,0,0,0,0,0,0.9481220245,0,163,0,0.9613909721,,,,
9,1624519204000-2021-06-24-15-20-04-1019-Facebook.jpg,540,1137,0,0,0,0,0,0,0,0,0,0.9618060589,0,164,0,0.9618433118,,,,
9,1624519205000-2021-06-24-15-20-05-1019-Facebook.jpg,540,1137,0,0,0,0,0,0,0,0,0,0.9976164103,0,683,0,0.9544606805,,,,
9,1624519206000-2021-06-24-15-20-06-1019-Facebook.jpg,540,1137,0,0,0,0,0,0,0,0,0,0.9855824709,0,540,0,0.9508199096,,,,
9,1624519207000-2021-06-24-15-20-07-1019-Facebook.jpg,540,1137,0,0,0,0,0,0,0,0,0,0.9980354309,0,1008,0,0.9823151827,,,,
10,1642321118000-2022-01-16-16-18-38-356-Facebook.jpg,360,676,0,0,0,0,0,0,0,0,0,0.993832171,0,629,0,0.9523714781,,,,
10,1642321119000-2022-01-16-16-18-39-356-Facebook.jpg,360,676,0,0,0,0,0,0,0,0,0,0.9975683093,0,626,0,0.9565616846,,,,
10,1642321120000-2022-01-16-16-18-40-356-Facebook.jpg,360,676,0,0,0,0,0,0,0,0,0,0.9880000352859497_0.9848318696022034,0,99_587,0,0.9347952008,,,,
10,1642321121000-2022-01-16-16-18-41-356-Facebook.jpg,360,676,0,0,0,0,0,0,0,0,0,0.9888620376586914_0.9848318696022034,0,99_587,0,0.93479532,,,,
10,1642321122000-2022-01-16-16-18-42-356-Facebook.jpg,360,676,0,0,0,0,0,0,0,0,0,0.9923839569,0,242,0,0.986659348,,,,
10,1642321123000-2022-01-16-16-18-43-356-Facebook.jpg,360,676,0,0,0,0,0,0,0,0,0,0.9939946532,0,149,0,0.802414,,,,
10,1642321125000-2022-01-16-16-18-45-356-Facebook.jpg,360,676,0,0,0,0,0,0,0,0,0,0.9880583286,0,371,0,0.8870458007,,,,
10,1642321127000-2022-01-16-16-18-47-356-Facebook.jpg,360,676,0,0,0,0,0,0,0,0,0,0.9849857688,0,579,0,0.7781443,,,,
10,1642321128000-2022-01-16-16-18-48-356-Facebook.jpg,360,676,0,0,0,0,0,0,0,0,0,0.9772200584,0,581,0,0.9567673206,,,,
10,1642321129000-2022-01-16-16-18-49-356-Facebook.jpg,360,676,0,0,0,0,0,0,0,0,0,0.9895492196,0,599,0,0.9569503069,,,,
10,1642321132000-2022-01-16-16-18-52-356-Facebook.jpg,360,676,0,0,0,0,0,0,0,0,0,0.9895188212,0,246,0,0.8982076645,,,,
10,1642321134000-2022-01-16-16-18-54-356-Facebook.jpg,360,676,0,0,0,0,0,0,0,0,0,0.9947199821,0,553,0,0.8474350572,,,,
10,1642321135000-2022-01-16-16-18-55-356-Facebook.jpg,360,676,0,0,0,0,0,0,0,0,0,0.9947199821,0,553,0,0.8474350572,,,,
10,1642321136000-2022-01-16-16-18-56-356-Facebook.jpg,360,676,0,0,0,0,0,0,0,0,0,0.9842981696,0,541,0,0.6852225661,,,,
10,1642321137000-2022-01-16-16-18-57-356-Facebook.jpg,360,676,0,0,0,0,0,0,0,0,0,0.9895429611,0,531,0,0.7308784723,,,,
10,1642321138000-2022-01-16-16-18-58-356-Facebook.jpg,360,676,0,0,0,0,0,0,0,0,0,0.9710949063,0,523,0,0.766133368,,,,
10,1642321139000-2022-01-16-16-18-59-356-Facebook.jpg,360,676,0,0,0,0,0,0,0,0,0,0.9961021543,0,511,0,0.9417179227,,,,
10,1642321140000-2022-01-16-16-19-00-356-Facebook.jpg,360,676,0,0,0,0,0,0,0,0,0,0.9876493216,0,498,0,0.9446172714,,,,
10,1642321141000-2022-01-16-16-19-01-356-Facebook.jpg,360,676,0,0,0,0,0,0,0,0,0,0.9876493216,0,498,0,0.9446172714,,,,
10,1642321142000-2022-01-16-16-19-02-356-Facebook.jpg,360,676,0,0,0,0,0,0,0,0,0,0.9876493216,0,498,0,0.944617331,,,,
10,1642321143000-2022-01-16-16-19-03-356-Facebook.jpg,360,676,0,0,0,0,0,0,0,0,0,0.9974698424,0,555,0,0.9086987376,,,,
10,1642321144000-2022-01-16-16-19-04-356-Facebook.jpg,360,676,0,0,0,0,0,0,0,0,0,0.9951255322,0,529,0,0.5096870065,,,,
10,1642321145000-2022-01-16-16-19-05-356-Facebook.jpg,360,676,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,
10,1642321147000-2022-01-16-16-19-07-356-Facebook.jpg,360,676,0,0,0,0,0,0,0,0.2081723958,0,0,0.2081723958,,0,0,,,,
10,1642321148000-2022-01-16-16-19-08-356-Facebook.jpg,360,676,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,
11,1636639402000-2021-11-11-22-03-22-1740-Facebook.jpg,540,1079,0,0,0,0,0,0,0,0,0,0.998226881,0,426,0,0.987146914,,,,
11,1636639403000-2021-11-11-22-03-23-1740-Facebook.jpg,540,1079,0,0,0,0,0,0,0,0,0,0.9985916018,0,332,0,0.9678208828,,,,
11,1636639404000-2021-11-11-22-03-24-1740-Facebook.jpg,540,1079,0,0,0,0,0,0,0,0,0,0.9884214997,0,988,0,0.9794089794,,,,
11,1636639405000-2021-11-11-22-03-25-1740-Facebook.jpg,540,1079,0,0,0,0,0,0,0,0,0,0.999219536781311_0.9324248433113098,0,501_1049,0,0.9813986421,,,,
11,1636639406000-2021-11-11-22-03-26-1740-Facebook.jpg,540,1079,0,0,0,0,0,0,0,0,0,0.9979755878448486_0.9549819231033325,0,441_990,0,0.9889069796,,,,
11,1636639407000-2021-11-11-22-03-27-1740-Facebook.jpg,540,1079,0,0,0,0,0,0,0,0,0,0.9779217243,0,530,0,0.9752028584,,,,
11,1636639408000-2021-11-11-22-03-28-1740-Facebook.jpg,540,1079,0,0,0,0,0,0,0,0,0,0.9866247773,0,414,0,0.951695025,,,,
11,1636639409000-2021-11-11-22-03-29-1740-Facebook.jpg,540,1079,0,0,0,0,0,0,0,0,0,0.9962496758,0,557,0,0.9453623295,,,,
11,1636639410000-2021-11-11-22-03-30-1740-Facebook.jpg,540,1079,0,0,0,0,0,0,0,0,0,0.9961027503,0,396,0,0.9628313184,,,,
11,1636639411000-2021-11-11-22-03-31-1740-Facebook.jpg,540,1079,0,0,0,0,0,0,0,0,0,0.8118128181,0,780,0,0.9500793815,,,,
11,1636639412000-2021-11-11-22-03-32-1740-Facebook.jpg,540,1079,0,0,0,0,0,0,0,0,0,0.7433291674,0,639,0,0.9448444247,,,,
11,1636639413000-2021-11-11-22-03-33-1740-Facebook.jpg,540,1079,0,0,0,0,0,0,0,0,0,0.9936991333961487_0.2714903950691223,0,992_297,0,0.9772684574,,,,
11,1636639414000-2021-11-11-22-03-34-1740-Facebook.jpg,540,1079,0,0,0,0,0,0,0,0,0,0.9970638156,0,915,0,0.9821972251,,,,
11,1636639416000-2021-11-11-22-03-36-1740-Facebook.jpg,540,1079,0,0,0,0,0,0,0,0,0,0.9982836843,0,505,0,0.961319685,,,,
11,1636639417000-2021-11-11-22-03-37-1740-Facebook.jpg,540,1079,0,0,0,0,0,0,0,0,0,0.9986363053,0,276,0,0.9674258232,,,,
11,1636639418000-2021-11-11-22-03-38-1740-Facebook.jpg,540,1079,0,0,0,0,0,0,0,0,0,0.9470341802,0,696,0,0.9581972361,,,,
11,1636639419000-2021-11-11-22-03-39-1740-Facebook.jpg,540,1079,0,0,0,0,0,0,0,0,0,0.9616048932,0,495,0,0.9791799188,,,,
11,1636639420000-2021-11-11-22-03-40-1740-Facebook.jpg,540,1079,0,0,0,0,0,0,0,0,0,0.9964280725,0,927,0,0.885342896,,,,
11,1636639421000-2021-11-11-22-03-41-1740-Facebook.jpg,540,1079,0,0,0,0,0,0,0,0,0,0.9995244741439819_0.9902158379554749,0,379_952,0,0.9706752896,,,,
11,1636639422000-2021-11-11-22-03-42-1740-Facebook.jpg,540,1079,0,0,0,0,0,0,0,0,0,0.9958140254,0,743,0,0.984496057,,,,
11,1636639423000-2021-11-11-22-03-43-1740-Facebook.jpg,540,1079,0,0,0,0,0,0,0,0,0,0.9986780882,0,719,0,0.9718407989,,,,
11,1636639424000-2021-11-11-22-03-44-1740-Facebook.jpg,540,1079,0,0,0,0,0,0,0,0,0,0.9935316443,0,609,0,0.9730747938,,,,
11,1636639425000-2021-11-11-22-03-45-1740-Facebook.jpg,540,1079,0,0,0,0,0,0,0,0,0,0.9992974997,0,408,0,0.9561542273,,,,
11,1636639426000-2021-11-11-22-03-46-1740-Facebook.jpg,540,1079,0,0,0,0,0,0,0,0,0,0.9991809726,0,236,0,0.9703509212,,,,
11,1636639427000-2021-11-11-22-03-47-1740-Facebook.jpg,540,1079,0,0,0,0,0,0,0,0,0,0.9978067875,0,710,0,0.9762533903,,,,
12,1642550711000-2022-01-19-08-05-11-604-Facebook.jpg,360,724,0,0,0,0,0,0,0,0,0,0,0,,0,0.9949703217,,,,
12,1642550712000-2022-01-19-08-05-12-604-Facebook.jpg,360,724,0,0,0,0,0,0,0,0,0,0,0,,0,0.9945514202,,,,
12,1642550714000-2022-01-19-08-05-14-604-Facebook.jpg,360,724,0,0,0,0,0,0,0,0,0,0.9884148836,0,538,0,0.9945865273,,,,
12,1642550715000-2022-01-19-08-05-15-604-Facebook.jpg,360,724,0,0,0,0,0,0,0,0,0,0.9958381057,0,405,0,0.9915484786,,,,
12,1642550724000-2022-01-19-08-05-24-604-Facebook.jpg,360,724,0,0,0,0,0,0,0,0,0,0.9958381057,0,405,0,0.9915484786,,,,
12,1642550726000-2022-01-19-08-05-26-604-Facebook.jpg,360,724,0,0,0,0,0,0,0,0,0,0.9678463935852051_0.951381504535675,0,268_591,0,0.9918925762,,,,
12,1642550727000-2022-01-19-08-05-27-604-Facebook.jpg,360,724,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,
12,1642550729000-2022-01-19-08-05-29-604-Facebook.jpg,360,724,0,2,0,0,0,0,0,0.8021752238,0.3236636519,0,0.8021752238,,0,0,,,,
12,1642550730000-2022-01-19-08-05-30-604-Facebook.jpg,360,724,0,2,0,0,0,0,0,0.8088995814,0.3236636817,0,0.8088995814,,0,0,,,,
12,1642550733000-2022-01-19-08-05-33-604-Facebook.jpg,360,724,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,
12,1642550734000-2022-01-19-08-05-34-604-Facebook.jpg,360,724,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,
12,1642550737000-2022-01-19-08-05-37-604-Facebook.jpg,360,724,0,0,0,0,0,0,0,0,0,0.9882002472877502_0.9024572372436523,0,267_590,0,0.9915981889,,,,
12,1642550738000-2022-01-19-08-05-38-604-Facebook.jpg,360,724,0,0,0,0,0,0,0,0,0,0.9980301857,0,575,0,0.9926903248,,,,
12,1642550739000-2022-01-19-08-05-39-604-Facebook.jpg,360,724,0,0,0,0,0,0,0,0,0,0.9936909676,0,354,0,0.9977253079,,,,
12,1642550740000-2022-01-19-08-05-40-604-Facebook.jpg,360,724,0,0,0,0,0,0,0,0,0,0.9921615719795227_0.9882056713104248,0,500_314,0,0.9925493002,,,,
12,1642550741000-2022-01-19-08-05-41-604-Facebook.jpg,360,724,0,0,0,0,0,0,0,0,0,0.9898691177368164_0.9781076312065125,0,428_144,0,0.995362699,,,,
12,1642550742000-2022-01-19-08-05-42-604-Facebook.jpg,360,724,0,0,0,0,0,0,0,0,0,0.9898691177368164_0.9781076312065125,0,428_144,0,0.995362699,,,,
12,1642550743000-2022-01-19-08-05-43-604-Facebook.jpg,360,724,0,0,0,0,0,0,0,0,0,0,0,,0,0.9954231381,,,,
12,1642550745000-2022-01-19-08-05-45-604-Facebook.jpg,360,724,0,0,0,0,0,0,0,0,0,0.9848471284,0,295,0,0.9944877625,,,,
12,1642550746000-2022-01-19-08-05-46-604-Facebook.jpg,360,724,0,0,0,0,0,0,0,0,0,0.9786065221,0,362,0,0.9931616783,,,,
12,1642550747000-2022-01-19-08-05-47-604-Facebook.jpg,360,724,0,0,0,0,0,0,0,0,0,0.9987376928,0,238,0,0.9955873489,,,,
12,1642550748000-2022-01-19-08-05-48-604-Facebook.jpg,360,724,0,0,0,0,0,0,0,0,0,0.9947821498,0,408,0,0.9924340248,,,,
12,1642550749000-2022-01-19-08-05-49-604-Facebook.jpg,360,724,0,0,0,0,0,0,0,0,0,0.9417523742,0,459,0,0.9937116504,,,,
12,1642550750000-2022-01-19-08-05-50-604-Facebook.jpg,360,724,0,0,0,0,0,0,0,0,0,0.9857480526,0,570,0,0.9918727875,,,,
12,1642550751000-2022-01-19-08-05-51-604-Facebook.jpg,360,724,0,0,0,0,0,0,0,0,0,0.9977072477,0,551,0,0.9951270819,,,,
13,1648966508000-2022-04-03-14-15-08-899-Facebook.jpg,540,1239,0,0,0,0,0,0,0,0,0,0.9741743803,0,334,0,0.9972811937,,,,
13,1648966509000-2022-04-03-14-15-09-899-Facebook.jpg,540,1239,0,0,0,0,0,0,0,0,0,0.9734402895,0,636,0,0.9984917641,,,,
13,1648966510000-2022-04-03-14-15-10-899-Facebook.jpg,540,1239,0,0,0,0,0,0,0,0,0,0.9896855354,0,603,0,0.9953189492,,,,
13,1648966511000-2022-04-03-14-15-11-899-Facebook.jpg,540,1239,0,0,0,0,0,0,0,0,0,0.9944008588790894_0.9919307231903076,0,173_1163,0,0.9989088178,,,,
13,1648966512000-2022-04-03-14-15-12-899-Facebook.jpg,540,1239,0,0,0,0,0,0,0,0,0,0.9939777255058289_0.9919307231903076,0,173_1163,0,0.9989088178,,,,
13,1648966514000-2022-04-03-14-15-14-899-Facebook.jpg,540,1239,0,0,0,0,0,0,0,0,0,0.9944008588790894_0.9919307231903076,0,173_1163,0,0.9989088178,,,,
13,1648966516000-2022-04-03-14-15-16-899-Facebook.jpg,540,1239,0,0,0,0,0,0,0,0,0,0.9942632913589478_0.9919307231903076,0,173_1163,0,0.9989088178,,,,
13,1648966517000-2022-04-03-14-15-17-899-Facebook.jpg,540,1239,0,0,0,0,0,0,0,0,0,0.9939777255058289_0.9919307231903076,0,173_1163,0,0.9989088178,,,,
13,1648966518000-2022-04-03-14-15-18-899-Facebook.jpg,540,1239,0,0,0,0,0,0,0,0,0,0.9944008588790894_0.9919307231903076,0,173_1163,0,0.9989088178,,,,
13,1648966520000-2022-04-03-14-15-20-899-Facebook.jpg,540,1239,0,0,0,0,0,0,0,0,0,0.9944008588790894_0.9919307231903076,0,173_1163,0,0.9989088178,,,,
13,1648966521000-2022-04-03-14-15-21-899-Facebook.jpg,540,1239,0,0,0,0,0,0,0,0,0,0.9939777255058289_0.9919307231903076,0,173_1163,0,0.9989088178,,,,
13,1648966522000-2022-04-03-14-15-22-899-Facebook.jpg,540,1239,0,0,0,0,0,0,0,0,0,0.9944008588790894_0.9919307231903076,0,173_1163,0,0.9989088178,,,,
13,1648966523000-2022-04-03-14-15-23-899-Facebook.jpg,540,1239,0,0,0,0,0,0,0,0,0,0.9922453761,0,175,0,0.9976924062,,,,
13,1648966525000-2022-04-03-14-15-25-899-Facebook.jpg,540,1239,0,2,0,0,0,0,0,0.7543517947,0.3377255797,0,0.7543517947,,0,0,,,,
13,1648966526000-2022-04-03-14-15-26-899-Facebook.jpg,540,1239,0,2,0,0,0,0,0,0.7466541529,0.3294343352,0,0.7466541529,,0,0,,,,
13,1648966528000-2022-04-03-14-15-28-899-Facebook.jpg,540,1239,0,2,0,0,0,0,0,0,0.5739810467,0,0.5739810467,,0,0,,,,
13,1648966529000-2022-04-03-14-15-29-899-Facebook.jpg,540,1239,0,2,0,0,0,0,0,0,0.343385458,0,0.343385458,,0,0,,,,
13,1648966532000-2022-04-03-14-15-32-899-Facebook.jpg,540,1239,0,2,0,0,0,0,0,0.8942229748,0.4919368625,0,0.8942229748,,0,0,,,,
13,1648966533000-2022-04-03-14-15-33-899-Facebook.jpg,540,1239,0,2,0,0,0,0,0,0.9086139202,0.9224743247,0,0.9224743247,,0,0,,,,
13,1648966534000-2022-04-03-14-15-34-899-Facebook.jpg,540,1239,0,2,0,0,0,0,0,0.9324398041,0.214663893,0,0.9324398041,,0,0,,,,
13,1648966535000-2022-04-03-14-15-35-899-Facebook.jpg,540,1239,0,2,0,0,0,0,0,0,0.778470397,0,0.778470397,,0,0,,,,
13,1648966536000-2022-04-03-14-15-36-899-Facebook.jpg,540,1239,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,
13,1648966537000-2022-04-03-14-15-37-899-Facebook.jpg,540,1239,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,
13,1648966538000-2022-04-03-14-15-38-899-Facebook.jpg,540,1239,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,
13,1648966539000-2022-04-03-14-15-39-899-Facebook.jpg,540,1239,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,
14,1653402988000-2022-05-24-22-36-28-903-Facebook.jpg,540,1047,0,0,0,0,0,0,0,0,0,0,0,,0,0.9421085119,,,,
14,1653402989000-2022-05-24-22-36-29-903-Facebook.jpg,540,1047,0,0,0,0,0,0,0,0,0,0,0,,0,0.9428105354,,,,
14,1653402990000-2022-05-24-22-36-30-903-Facebook.jpg,540,1047,0,0,0,0,0,0,0,0,0,0.9596589804,0,848,0,0.6774997711,,,,
14,1653402992000-2022-05-24-22-36-32-903-Facebook.jpg,540,1047,0,0,0,0,0,0,0,0,0,0.9957763553,0,702,0,0.9812807441,,,,
14,1653402993000-2022-05-24-22-36-33-903-Facebook.jpg,540,1047,0,0,0,0,0,0,0,0,0,0.9862866998,0,323,0,0.9859888554,,,,
14,1653402994000-2022-05-24-22-36-34-903-Facebook.jpg,540,1047,0,0,0,0,0,0,0,0,0,0.9841044545,0,97,0,0.9675695896,,,,
14,1653402995000-2022-05-24-22-36-35-903-Facebook.jpg,540,1047,0,0,0,0,0,0,0,0,0,0.9825214148,0,750,0,0.9782480001,,,,
14,1653402996000-2022-05-24-22-36-36-903-Facebook.jpg,540,1047,0,0,0,0,0,0,0,0,0,0.8932804465,0,401,0,0.9873267412,,,,
14,1653402997000-2022-05-24-22-36-37-903-Facebook.jpg,540,1047,0,0,0,0,0,0,0,0,0,0.9957265853881836_0.9912826418876648,0,776_110,0,0.9918583632,,,,
14,1653402998000-2022-05-24-22-36-38-903-Facebook.jpg,540,1047,0,0,0,0,0,0,0,0,0,0.9974812865257263_0.9787850975990295,0,948_234,0,0.9953066707,,,,
14,1653402999000-2022-05-24-22-36-39-903-Facebook.jpg,540,1047,0,0,0,0,0,0,0,0,0,0.9974812865257263_0.9786756634712219,0,948_234,0,0.9953066707,,,,
14,1653403000000-2022-05-24-22-36-40-903-Facebook.jpg,540,1047,0,0,0,0,0,0,0,0,0,0.9945226312,0,584,0,0.9919644594,,,,
14,1653403001000-2022-05-24-22-36-41-903-Facebook.jpg,540,1047,0,0,0,0,0,0,0,0,0,0.9518918991,0,418,0,0.951892972,,,,
14,1653403002000-2022-05-24-22-36-42-903-Facebook.jpg,540,1047,0,0,0,0,0,0,0,0,0,0.9717149138450623_0.9560362100601196,0,307_887,0,0.9629492164,,,,
14,1653403003000-2022-05-24-22-36-43-903-Facebook.jpg,540,1047,0,0,0,0,0,0,0,0,0,0.9581708908,0,127,0,0.9885132313,,,,
14,1653403004000-2022-05-24-22-36-44-903-Facebook.jpg,540,1047,0,0,0,0,0,0,0,0,0,0.9171649218,0,509,0,0.9387640953,,,,
14,1653403005000-2022-05-24-22-36-45-903-Facebook.jpg,540,1047,0,0,0,0,0,0,0,0,0,0,0,,0,0.981179297,,,,
14,1653403007000-2022-05-24-22-36-47-903-Facebook.jpg,540,1047,0,0,0,0,0,0,0,0,0,0.9168479443,0,799,0,0.9697521329,,,,
14,1653403008000-2022-05-24-22-36-48-903-Facebook.jpg,540,1047,0,0,0,0,0,0,0,0,0,0.9967519640922546_0.9947100281715393,0,325_921,0,0.973493278,,,,
14,1653403009000-2022-05-24-22-36-49-903-Facebook.jpg,540,1047,0,0,0,0,0,0,0,0,0,0.9673137069,0,441,0,0.9634568095,,,,
14,1653403010000-2022-05-24-22-36-50-903-Facebook.jpg,540,1047,0,0,0,0,0,0,0,0,0,0.9623955488,0,441,0,0.9634548426,,,,
14,1653403015000-2022-05-24-22-36-55-903-Facebook.jpg,540,1047,0,0,0,0,0,0,0,0,0,0.9623951316,0,441,0,0.9634548426,,,,
14,1653403019000-2022-05-24-22-36-59-903-Facebook.jpg,540,1047,0,0,0,0,0,0,0,0,0,0.9624224901,0,441,0,0.9634547234,,,,
14,1653403020000-2022-05-24-22-37-00-903-Facebook.jpg,540,1047,0,0,0,0,0,0,0,0,0,0.9953465462,0,342,0,0.960459888,,,,
14,1653403021000-2022-05-24-22-37-01-903-Facebook.jpg,540,1047,0,0,0,0,0,0,0,0,0,0.9901125431,0,288,0,0.9406251907,,,,
15,1623424576000-2021-06-11-23-16-16-1522-Facebook.jpg,540,1093,0,0,0,0,0,0,0,0,0,0.9742690324783325_0.9628928303718567,0,846_156,0,0.99335742,,,,
15,1623424577000-2021-06-11-23-16-17-1522-Facebook.jpg,540,1093,0,0,0,0,0,0,0,0,0,0.9440805912,0,156,0,0.9934456944,,,,
15,1623424578000-2021-06-11-23-16-18-1522-Facebook.jpg,540,1093,0,0,0,0,0,0,0,0,0,0.9460723996,0,156,0,0.9934458137,,,,
15,1623424580000-2021-06-11-23-16-20-1522-Facebook.jpg,540,1093,0,0,0,0,0,0,0,0,0,0.9440805912,0,156,0,0.9934456944,,,,
15,1623424584000-2021-06-11-23-16-24-1522-Facebook.jpg,540,1093,0,0,0,0,0,0,0,0,0,0.9442425966,0,156,0,0.9934456944,,,,
15,1623424585000-2021-06-11-23-16-25-1522-Facebook.jpg,540,1093,0,0,0,0,0,0,0,0,0,0.9440805912,0,156,0,0.9934456944,,,,
15,1623424586000-2021-06-11-23-16-26-1522-Facebook.jpg,540,1093,0,0,0,0,0,0,0,0,0,0.9442425966,0,156,0,0.9934456944,,,,
15,1623424587000-2021-06-11-23-16-27-1522-Facebook.jpg,540,1093,0,0,0,0,0,0,0,0,0,0.9440805912,0,156,0,0.9934456944,,,,
15,1623424589000-2021-06-11-23-16-29-1522-Facebook.jpg,540,1093,0,0,0,0,0,0,0,0,0,0.9446175694,0,156,0,0.9934458137,,,,
15,1623424592000-2021-06-11-23-16-32-1522-Facebook.jpg,540,1093,0,0,0,0,0,0,0,0,0,0.9440805912,0,156,0,0.9934456944,,,,
